"But in spite of this truth , just as you in the position of aspirants and disciples know much about the Hierarchy , its life , aims and conditioning rules , so do I , a Master of the fifth degree , know much concerning what lies ahead of me ; I can therefore endeavor to make some small part of these essential truths clearer to those who can profit by them .";lies;224;228
I lie down on my futon -bed with a tiny bean-filled pillow under my neck .;lie;2;5
For example , suppose that on the return trip from Deneb to Earth the astronauts lay down Tube II rather than traveling back in Tube I , the first tube they produced .;lay;81;84
What lies beneath the amphoras and the muck -- perhaps the ship \'s wooden hull , tools , personal items and coins , which would help pinpoint the date of the sinking -- can only be learned by excavation .;lies;5;9
""" "" You ca n\'t lie in front of the bulldozer indefinitely "" "" I \'m game ... "" "" Zaphod , you look good .";lie;16;19
He went on farther , and in the great hall he saw the whole of the court lying asleep , and up by the throne lay the King and Queen .;lay;109;112
Grabbed the blaster lying on the seat next to her and fired up at him .;lying;20;25
Whether it\xc3\x83\xc2\xa2\xc3\x82\xc2\x80\xc3\x82\xc2\x99s lying through omission , lying through misdirection , or outright lies , it\xc3\x83\xc2\xa2\xc3\x82\xc2\x80\xc3\x82\xc2\x99s awfully hard to extract nuggets of truth from the noise .;lying;85;90
You \'re naked , lying in your bed surrounded by sex toys , with an empty bottle of lube and a videotape lying next to you .;lying;105;110
"It is human nature to fight unfairly ; therefore , we need to think in advance and rehearse in advance how to fight fairly , so we wo n\'t get nasty when we get angry .";nasty;143;148
He did n\'t say anything and kept smiling an insincere and nasty smile .;nasty;59;64
"The Mountain : "" Conditions are about to get nasty .";nasty;45;50
And will probably stay nasty during the next administration , no matter who wins .;nasty;23;28
The nasty party after all October 10 , leader : Iain Duncan Smith delivered a speech to the 2003 Tory party conference in Blackpool yesterday that was nasty , brutish and long .;nasty;151;156
""" ( on playing Verdasco ) "" He \'s nasty .";nasty;35;40
Lewis Gilbert\xe2\x80\x99s 1966 misogynistic rake\xe2\x80\x99s progress always depended on the cheek , charm and chutzpah of the Kohl-eyed Caine\xe2\x80\x99s iconic Cockney cocksman to take away the nasty taste in one\xe2\x80\x99s mouth .;nasty;199;204
I would like a big , nasty , mean , ugly automatic rifle or grenade launcher that I could fire at any car whose alarm blares repeatedly .;nasty;21;26
A few years ago , when most monitors used 256 colours , it was important to use the Web Safe palette to avoid nasty dithering .;nasty;110;115
These programs , called malware , can do nasty things like spy on you when you use your PC and allow hackers to access your hard drive .;nasty;41;46
""" I \'m glad we made lots of money , though it nearly cost the two of you your sanity .";nearly;47;53
In the 1997 elections , constitutional nationalism nearly lost out to republicanism .;nearly;51;57
Fire Lookout Museum 123 W. Westview Spokane , WA 99218 ( 509)466-9171 email : rkresek@webtv.net INTRODUCTION During the summer of 2000 , the Inland Northwest United States experienced a wildfire season nearly unprecedented in America .;nearly;202;208
HOUSTON , Texas ( CNN ) -- Human remains found in a field in Texas late Saturday are believed to be those of at least one of the seven astronauts who perished aboard space shuttle Columbia when it disintegrated nearly 40 miles above the Earth .;nearly;211;217
Geographically , the West Bank , then under Jordanian rule and occupation , cut Israel nearly in half .;nearly;87;93
I had n\'t nearly finished the work at hand .;nearly;11;17
Comprised of thousands of small , independent units , the printing industry employs nearly 1 million in some 60,000-100,000 plants and accounts for somewhere in the neighborhood of 100 billion dollars in business every single year , while at the same time , contributing to toxic air emissions and solid and chemical waste problems on an ever-growing scale .;nearly;84;90
"In fact , according to his congressional biography , Murtha was on active duty for six years at most ( 1952-55 and 1966-67 ) ; the rest of the time , including some 16 of his nearly 32 years in the House , he was a reservist .";nearly;175;181
Semantically , FDR COULD be the cause of the Great Depression if you think , as I do , that the recession wouldn\xe2\x80\x99t have lasted nearly as long without all his taxes , price fixing , wage fixing , and regulations .;nearly;138;144
"In the preceding decade of political struggle , Ms. Bhutto was arrested on numerous occasions ; in all she spent nearly 6 years either in prison or under detention for her dedicated leadership of the then opposition Pakistan Peoples Party .";nearly;113;119
""" Our peak is early November , but it has gotten a little later as the years go by , "" said Dave Menke , the U. S. Fish and Wildlife Service \'s Klamath Refuge Complex outdoor recreation specialist .";outdoor;168;175
The goals for the camp include : 1 ) Outdoor experiences 2 ) Social integration ( English and Spanish speakers ) 3 ) Academic learning in the outdoors Students will plan and lead a variety of games and activities including , but not limited to : math lessons , art projects , games , and outdoor leadership/teambuilding initiatives .;outdoor;288;295
Outdoor Electrical Safety Check Tips For The Safe Outdoor Use Of Electricity ESFi Electrical Safety Foundation International Published as a public service by the Electrical Safety Foundation International in cooperation with the U.S. Consumer Product Safety Commission and the Canada Safety Council .;Outdoor;50;57
"According to John Reichling of Camp , Dresser & McKee , an environmental engineering firm in Cambridge , Mass. , "" shelter in place "" also involves architectural changes such as widening hallways , enlarging rooms , and enclosing outdoor hallways .";outdoor;230;237
A bridge takes one over into the outdoor space that is the heart of the home , the nucleus , held on each side by the three structures that surround it .;outdoor;33;40
Work : In a Landscape protected area , making the birds little wooden houses , springs and little rivers cleaning , outdoor environmental work .;outdoor;116;123
IATSE donated free labor and an outdoor sound system .;outdoor;32;39
This is about as big as most finecky fine-art photographers require , and even outdoor billboards are routinely made from files with less resolution that this .;outdoor;79;86
"Active children and adults , and people with respiratory disease , such as asthma , should avoid prolonged outdoor exertion ; everyone else , especially children , should limit prolonged outdoor exertion .";outdoor;187;194
With the growing demand for these fine garden furnishings , they found it necessary to dedicate a portion of their business to outdoor living and patio furnishings .;outdoor;127;134
Due to China \'s economic reliance on trade , balance of payments should be the main factor for judging whether the yuan exchange rate is reasonable .;reasonable;138;148
Copyright law already addressed the issue in a much more reasonable manner .;reasonable;57;67
""" What we require now is the co-operation from the Federal Government to provide a flow of mortgage money through CMHC at reasonable interest rates and to encourage the conventional loans to be channelled into smaller units so that we may have the opportunity of the best housing and building programme in Canada in 1971 .";reasonable;122;132
For reasonable people , sure that \'ll suffice .;reasonable;4;14
Your objective should be to negotiate a contract type and price ( or estimated fee and cost ) that will result in reasonable contractor risk and provide the contractor with the greatest incentive for efficient and economical contract performance .;reasonable;114;124
And if no exact & safe equilibrium can be introduced , it is more reasonable that a preponderating weight shd. be allowed to the greater interest than to the lesser .;reasonable;66;76
Besides overseeing the operation of PIPEDA and dealing with complaints , I can conduct audits into organizations \' personal information-handling practices , if we have reasonable grounds .;reasonable;169;179
The matter of the further evidence may then be heard when the other party has had reasonable opportunity to prepare submissions on the matter .;reasonable;82;92
This will allow state-licensed health-care providers to utilize safe , non-FDA approved , alternative therapies that have a reasonable expectation of therapeutic gain if the patient has been fully informed about the treatment .;reasonable;124;134
( 2 ) In a civil action under subsection ( a ) of this section , the court , in its discretion , may allow the prevailing party , other than the United States , a reasonable attorney \'s fee and costs .;reasonable;163;173
But I think we can already see from this and other defenses coming from administration officials that the White House \'s line on this is filled with clear distortions and misstatements of fact -- most of which are easily identifiable by people who have even a rough understanding of the timing and issues involved .;rough;261;266
On right there is a steep fall of 10ft. to rough grass between 4th and adjacent fairway .;rough;43;48
The surface of the keyboard is a rough metal ( a wrought iron feel , if you will ) , and two black wooden braces support the frame on either side .;rough;33;38
A very rough way of gauging your so-called preferred weight is to use the Body Mass Index ( BMI ) .;rough;7;12
NOTE : For the aviation and MRF models , the lifted index field is not broadcast so the showalter index ( a rough equivalent ) is plotted instead .;rough;108;113
Rough estimates show that there are between 75,000 and 100,000 professional speakers in the U.S. alone and when you add trainers the number goes up into the millions .;Rough;0;5
He was apparently given a rough ride by the interviewer , Cathal MacCoille .;rough;26;31
"Next , the piece went to the "" smoother "" , who went back over all the rough cuts with stone wheels called "" craighleiths .";rough;71;76
It was a very poor area and Stanway Street was very overcrowded and rough .;rough;68;73
Col. Berry led again so it was a rough job .;rough;33;38
""" While Washington \'s attention focuses on key congressional races and contests for governor , ballot measures have a direct impact on how U.S. society is run and often presage future national political debates .";run;156;159
No one becomes a teacher until after interning in a running school .;running;52;59
"It ran six to seven pages single spaced ; the calculation for determining how much the farmers would get paid alone ran several pages .";ran;116;119
Chapters from this book by Paul Collins have run in McSweeney \'s Quarterly Concern .;run;45;48
""" Don\xc3\x82\xc2\x92t be afraid to bring in a professional negotiator , someone to run a meeting , anyone you need to work through the issues,\xc3\x82\xc2\x94 Johnson advises .";run;84;87
Anyway here are some static pictures of the boat - it is driven by a brushless motor driving a prop - but when it \'s running you ca n\'t see it .;running;118;125
Last year , for example , we ran 2,659 elections in a median time of 40 days. And , 92.5 % of these elections were run within 56 days. This is quite a remarkable record and we are very proud of it .;ran;29;32
This is an excellent and important discussion because it runs counter to most of the stock talk of the past generation .;runs;57;61
Rumor has it that Apple is just B4 offering a cheap ( $ 500 ) computer that runs the bullet-proof OS-X operating system .;runs;76;80
""" Why do you run from me ?";run;13;16
